"customer_id","customer_name","birth_year","birth_month","gender","address","address_2","city","state_abv","zip_code","per_capita_income_for_zip_code","customer_annual_income"
506,"Malaya Sanchez",1966,3,"Female","696 Oak Boulevard",NULL,"Fresno","CA","93710",17985,36672
507,"Raquel Jackson",1979,1,"Female","1063 Federal Boulevard","8302","Canton","MA","2021",38878,79271
508,"Isabella Hall",1985,1,"Female","955 11th Street",NULL,"High Springs","FL","32643",19693,40156
509,"Maryam Rivera",1989,4,"Female","341 Hill Drive",NULL,"Saint Louis","MO","63129",28373,57853
510,"Jessica Reed",1946,9,"Female","862 Martin Luther King Drive",NULL,"Germantown","MD","20874",33637,37789
511,"Cullen Ryan",1958,10,"Male","9525 First Boulevard",NULL,"Longview","TX","75604",20531,41865
512,"Mack Merkel",1953,3,"Male","602 First Street",NULL,"Strongsville","OH","44149",30381,61937
513,"Lucinda Xi",1987,7,"Female","698 11th Lane","69","Washington","NC","27889",15827,32274
514,"Bennett Cruz",1971,3,"Male","9570 North Drive",NULL,"Rutherford","NJ","7070",37170,75785
515,"Kameron Rodriguez",1969,4,"Male","9762 Pine Street",NULL,"Fletcher","NC","28732",22345,45560
516,"Marissa Torres",1973,3,"Female","778 Main Avenue",NULL,"Kimberly","WI","54136",20013,40810
517,"Lyric Gomez",1961,11,"Male","669 Wessex Lane",NULL,"Bigelow","AR","72016",18817,38371
518,"Salma Rogers",1973,10,"Female","31 Oak Avenue",NULL,"Columbia","SC","29229",23917,48762
519,"Blaine Scott",1994,2,"Male","4840 Summit Lane",NULL,"Rescue","CA","95672",28660,58435
520,"Emmanuel Wood",1971,7,"Male","1772 Essex Boulevard",NULL,"Vinton","VA","24179",19188,39124
521,"Luciano Wilson",1970,1,"Male","720 Seventh Avenue","9","Camas","WA","98607",31226,63673
522,"Lila Neufelder",1985,11,"Female","5449 Lexington Drive",NULL,"Garden Grove","CA","92840",18679,38081
523,"Rose Fu",1996,11,"Female","5459 El Camino Avenue",NULL,"Blacksburg","SC","29702",14443,29450
524,"Katherine Burns",1963,12,"Female","291 Seventh Drive",NULL,"Hudson","IL","61748",28237,57576
525,"Amari Martin",1988,8,"Female","9833 Forest Street",NULL,"Lawton","OK","73505",16829,34311
526,"Alison Parker",1956,11,"Female","891 El Camino Lane",NULL,"Pompano Beach","FL","33062",26530,54095
527,"Sally Fisher",1995,9,"Female","162 Rose Drive",NULL,"Stockton","CA","95205",12089,24648
528,"Dayana Fox",1982,8,"Female","1059 Elm Avenue","8","Brighton","CO","80602",32793,66863
529,"Gemma Cooper",1959,1,"Female","475 Oak Boulevard",NULL,"Charlotte","NC","28212",14793,30165
530,"Lennon Lewis",1966,6,"Male","822 Ocean Street",NULL,"Hinsdale","IL","60521",92938,189490
531,"Madelynn Abe",2000,3,"Female","671 George Drive",NULL,"Georgetown","KY","40324",23827,48582
532,"Derrick Sadr",1935,12,"Male","6478 Valley Stream Avenue",NULL,"Levittown","PA","19054",23207,26476
533,"Cayden Murphy",1980,11,"Male","6405 Fifth Avenue","386","Manchester","NH","3104",27706,56486
534,"Heaven Wright",1960,3,"Female","85 Littlewood Avenue",NULL,"San Antonio","TX","78217",17609,35906
535,"Perla Myers",2000,4,"Female","528 Spruce Lane","7","Chesterton","IN","46304",27261,55587
536,"Paula Leroux",1998,4,"Female","100 Seventh Drive",NULL,"Florence","WI","54121",18016,36733
537,"Iliana Brown",1971,11,"Female","58 Catherine Drive",NULL,"Omaha","NE","68136",33232,67761
538,"Emiliano White",1963,2,"Male","919 Lafayette Avenue",NULL,"Murfreesboro","TN","37129",22760,36282
539,"Brenda Masvidal",1973,7,"Female","75 Birch Lane","691","Palm Beach Gardens","FL","33410",27696,56467
540,"Elliot Ajami",1965,2,"Female","82 Jefferson Avenue",NULL,"Republic","OH","44867",18462,37645
541,"Byron Morales",1971,11,"Male","3034 Third Boulevard",NULL,"Worcester","MA","1602",24506,49967
542,"Jakob Johnson",1999,11,"Male","189 Ninth Lane","8","Langhorne","PA","19047",31656,64548
543,"Bennett Flores",1999,9,"Male","354 Main Drive",NULL,"Heathsville","VA","22473",13938,28421
544,"Tori Bailey",1986,6,"Female","689 Littlewood Lane","1","Moulton","AL","35650",17271,35213
545,"Dexter Thomas",1971,3,"Male","1813 Second Lane",NULL,"Kenner","LA","70062",14696,29962
546,"Vihaan Ward",1970,5,"Male","710 North Lane",NULL,"Bradenton","FL","34203",17590,35868
547,"Francisco Masvidal",1988,7,"Male","5558 Littlewood Avenue",NULL,"Lovelock","NV","89419",18734,38193
548,"Adam Myers",1972,2,"Male","819 Park Boulevard",NULL,"Terre Haute","IN","47803",21131,43084
549,"Bailee Walker",1977,4,"Female","849 Norfolk Lane",NULL,"Hubbard","OH","44425",18351,37415
550,"Alaric Flores",1979,12,"Male","390 Tenth Street","3","Newark","NJ","7103",17370,35418
551,"Gustavo Lee",2002,2,"Male","4279 West Boulevard",NULL,"Parkton","NC","28371",15331,31259
552,"Uriah Martin",1993,12,"Male","6693 George Drive",NULL,"Seattle","WA","98188",20233,41255
553,"Alivia Watson",1978,3,"Female","8 Tenth Drive","2263","Raleigh","NC","27610",17056,34774
554,"Lauryn James",1929,11,"Female","6245 River Lane",NULL,"Poughkeepsie","NY","12603",27934,51717
555,"Dominik Miller",1967,9,"Male","5581 Federal Street",NULL,"Bastrop","TX","78602",20346,41483
556,"Octavia Butler",1991,3,"Female","99 El Camino Drive","6","Barton","MD","21521",17079,34825
557,"Yosef Cruz",1969,2,"Male","2994 Tenth Lane",NULL,"Fayetteville","NC","28306",18316,37346
558,"Galilea Gonzalez",1961,10,"Female","927 Ocean View Drive","5","Miami","FL","33196",21923,44699
559,"Thatcher Xi",1984,10,"Male","356 Mill Street",NULL,"The Villages","FL","32162",8491,17316
560,"Cody Wood",1962,3,"Male","45 Maple Lane",NULL,"Holden","ME","4429",24259,49467
561,"Rylee Schmidt",2001,11,"Female","3395 Spruce Drive",NULL,"Kansas City","KS","66103",16795,34242
562,"Nicolas Peres",1994,10,"Male","2800 Third Drive",NULL,"Birmingham","AL","35244",34578,70502
563,"Brielle Brooks",1960,9,"Female","645 Catherine Lane","9","Boston","MA","2127",39312,80156
564,"Danica Watson",1968,12,"Female","1248 Second Drive",NULL,"Meriden","CT","6450",24393,49737
565,"Gregory Ajami",1959,12,"Male","700 Lexington Avenue",NULL,"Dover","OH","44622",18794,31003
566,"Jennifer Peres",1996,9,"Female","9264 Norfolk Lane",NULL,"Orlando","FL","32811",14405,29376
567,"Kathleen Allen",1963,11,"Female","4581 Eighth Boulevard",NULL,"Eastman","GA","31023",14425,29413
568,"Layla Myers",1992,1,"Female","146 Lafayette Drive",NULL,"Ridgefield","WA","98642",27308,55684
569,"Fabian Collins",1980,10,"Male","6757 Eighth Avenue",NULL,"Staunton","IL","62088",20056,40894
570,"Samara Price",1956,1,"Female","599 First Drive",NULL,"Fontana","CA","92336",23172,47242
571,"Charles Edwards",1954,12,"Male","654 Birch Lane",NULL,"Omaha","NE","68107",14199,28951
572,"Luka Flores",1966,6,"Male","6223 Lexington Drive","5623","Allen","TX","75002",32580,66428
573,"Sylvie Brown",1968,2,"Female","25622 Lake Street","6244","Pearland","TX","77584",36253,73920
574,"Alaia Jackson",1998,2,"Female","5762 River Lane","83","Salt Lake City","UT","84112",10539,21490
575,"Marlee Phillips",1951,4,"Female","315 Norfolk Lane",NULL,"Somerville","MA","2143",31849,59938
576,"Vladimir Xi",1965,6,"Male","758 Sixth Boulevard","832","Monroe","NY","10950",25534,52062
577,"Tyson Young",1961,10,"Male","860 Maple Avenue","9","Union City","CA","94587",29097,59322
578,"Miya Russell",1993,9,"Female","229 Norfolk Street",NULL,"Troy","MI","48083",26120,53254
579,"Soren Martinez",1958,11,"Male","4975 Madison Boulevard",NULL,"Indianapolis","IN","46235",16045,32716
580,"Chandler Morales",1940,3,"Male","5336 Tenth Drive",NULL,"Muskegon","MI","49441",19131,30977
581,"Reign Russell",1952,10,"Female","311 Washington Lane",NULL,"Adrian","MI","49221",17144,34954
582,"Ellen Watson",1973,2,"Female","1342 Hill Lane",NULL,"Chicago","IL","60623",11951,24372
583,"Guadalupe Chen",1968,7,"Female","2554 11th Lane","67","Defiance","OH","43512",18229,37169
584,"Blake Sanchez",1983,8,"Male","995 Martin Luther King Street",NULL,"Houston","TX","77047",19554,39871
585,"Lauryn Fox",1976,2,"Female","1450 Rose Drive","39","Morristown","MN","55052",19630,40026
586,"Gwen Evans",2000,3,"Female","762 Lake Drive",NULL,"Sugar Land","TX","77478",35183,71740
587,"Avery Williams",1998,8,"Male","72834 Grant Boulevard",NULL,"Hempstead","NY","11550",20152,41087
588,"Maleah Morris",2001,12,"Female","892 Third Boulevard",NULL,"Anchorage","AK","99507",28730,58579
589,"Colt Martinez",1933,9,"Male","90 Lexington Drive",NULL,"San Antonio","TX","78230",29557,33426
590,"Winnie Nelson",1997,2,"Female","98 Mountain View Drive","30","Lafayette","LA","70506",22001,44862
591,"Cade Campbell",1985,10,"Male","8229 Bayview Avenue",NULL,"Amherst","OH","44001",22261,45388
592,"Ivan Morales",1946,9,"Male","9355 Ocean View Drive",NULL,"Tucker","GA","30084",22682,34220
593,"Trent Brown",2000,9,"Male","616 Catherine Avenue",NULL,"Devon","PA","19333",58297,118862
594,"Azariah Diaz",1999,9,"Female","825 Norfolk Drive",NULL,"Getzville","NY","14068",29558,60265
595,"Khalid Cooper",1974,3,"Male","8385 Mill Boulevard",NULL,"Vancleve","KY","41385",11644,23740
596,"Fisher Roman",1980,5,"Male","9735 Birch Street","9940","Miami","FL","33175",18828,38386
597,"Harrison Fisher",1973,6,"Male","285 Washington Street","500","Woonsocket","RI","2895",19065,38872
598,"Anabelle Faraday",1982,3,"Female","49 Tenth Street",NULL,"Atlanta","GA","30316",24196,49335
599,"Valerie Scott",1969,9,"Female","6695 River Lane","3","Monroe","MI","48161",19736,40246
600,"Kace Gao",1970,1,"Male","1012 Hill Drive",NULL,"Chicago","IL","60622",39789,81122
601,"Jayceon Neufelder",2001,4,"Male","5819 Norfolk Drive","56","Punta Gorda","FL","33950",14352,29265
602,"Darius Evans",1968,4,"Male","774 Wessex Lane","864","Gilbert","AZ","85295",30557,62304
603,"Dean Lonsdale",1965,10,"Male","6721 Sussex Drive","2761","Carrollton","TX","75006",21381,43598
604,"Zavier Allen",1965,5,"Male","990 West Street","10","Rosharon","TX","77583",22856,46603
605,"Nathan Sanders",1993,3,"Male","7703 Fourth Avenue","58","Fort Lauderdale","FL","33311",14191,28931
606,"Susan Labelle",1977,9,"Female","338 Bayview Lane",NULL,"Broad Run","VA","20137",35905,73208
607,"Ellianna Cooper",1978,2,"Female","794 Lake Street",NULL,"Township Of Washington","NJ","7676",37908,77288
608,"Shepherd Cox",1989,9,"Male","6657 West Street",NULL,"Lake Worth","FL","33463",18415,37544
609,"Dallas Fox",1961,11,"Male","217 Fifth Lane",NULL,"Cornell","IL","61319",19926,40628
610,"Kimora Lewis",1995,4,"Female","418 Elm Street",NULL,"Warm Springs","GA","31830",15433,31469
611,"Milo Walker",1967,2,"Male","9385 Birch Street",NULL,"Albuquerque","NM","87121",15385,31369
612,"Ophelia Peres",1983,9,"Female","7643 Martin Luther King Street",NULL,"Greenville","OH","45331",16351,33339
613,"Kyree Wood",1994,11,"Male","944 Lexington Boulevard",NULL,"Cantonment","FL","32533",20273,41338
614,"Alma Xi",1965,12,"Female","85 Lafayette Boulevard",NULL,"Carthage","NY","13619",17220,35114
615,"Bryan Ajami",1980,9,"Male","5193 East Street","77","Louisville","KY","40299",25258,51499
616,"Joslyn Faraday",1934,10,"Female","577 12th Lane",NULL,"Lakewood","NJ","8701",13006,9795
617,"Prakash Braun",2000,9,"Male","1317 Wessex Lane",NULL,"Belmont","CA","94002",46616,95045
618,"Kace Gomez",1953,3,"Male","9218 Martin Luther King Avenue",NULL,"Mulberry","FL","33860",17944,36589
619,"Romina Smith",1960,11,"Female","4701 Littlewood Drive",NULL,"Tampa","FL","33618",28916,58959
620,"Kaleb Lonsdale",1958,12,"Male","363 Third Drive",NULL,"Pinole","CA","94564",25849,28210
621,"Colton Stewart",1980,5,"Male","700 Rose Avenue",NULL,"Laurel","MD","20708",27635,56347
622,"Alicia Young",1961,1,"Female","704 Summit Drive","4775","Claremont","NC","28610",18029,36760
623,"Cassius Schmidt",1981,11,"Male","8897 East Street",NULL,"Carmel","CA","93923",29174,59482
624,"Sadie Cruz",1964,5,"Female","4941 Ocean View Drive","3","Fort Worth","TX","76119",12175,24827
625,"Royalty Miller",1953,1,"Female","9205 Summit Street",NULL,"San Jose","CA","95134",51631,52929
626,"Nathaniel Bell",1967,12,"Male","469 Mountain View Boulevard",NULL,"Indianapolis","IN","46256",31114,63433
627,"Judah Richardson",1998,11,"Male","78596 Birch Drive",NULL,"Houston","TX","77049",19364,39485
628,"Celine Gutierrez",1986,8,"Female","142 Valley Drive",NULL,"Valparaiso","IN","46383",25472,51938
629,"Lucinda Cox",1951,12,"Female","6723 Maple Street","10","Annandale","VA","22003",30622,65298
630,"Zaniyah Lewis",1962,1,"Female","501 Grant Lane",NULL,"Trenton","GA","30752",15950,32520
631,"Chandler Wright",1978,8,"Male","992 Martin Luther King Avenue",NULL,"Park Forest","IL","60466",19359,39472
632,"Victoria Edwards",1982,5,"Female","4189 Birch Street",NULL,"Kilauea","HI","96754",16898,34457
633,"Alessandro Thompson",1971,12,"Male","2193 Sixth Avenue",NULL,"Highland","NY","12528",26227,53478
634,"Keegan Myers",1980,10,"Male","952 Mountain View Boulevard","455","Ludington","MI","49431",15863,32343
635,"Remington Labelle",1937,1,"Male","637 Seventh Street",NULL,"Westminster","SC","29693",15406,31943
636,"Jillian Ramirez",1978,10,"Female","9413 12th Boulevard","8","Manly","IA","50456",16081,32789
637,"William Foster",1990,8,"Male","1734 George Drive",NULL,"San Francisco","CA","94134",20536,41873
638,"Kenny Evans",1976,1,"Male","9900 Ninth Avenue",NULL,"Bloomfield","IN","47424",18204,37115
639,"Kaylani Thompson",1979,12,"Female","613 George Boulevard",NULL,"Stanford","KY","40484",15202,30997
640,"Alina Braun",1994,8,"Female","157 Eighth Street",NULL,"Bellevue","WA","98005",43432,88554
641,"Simeon Miller",1990,3,"Male","32595 River Drive",NULL,"Shafter","CA","93263",14556,29682
642,"Kade Williams",1959,1,"Male","6762 Second Street",NULL,"Bennett","CO","80102",26369,53762
643,"Gwendolyn Labelle",2001,1,"Female","534 Norfolk Lane",NULL,"New York","NY","10026",26718,54477
644,"Frances Johnson",1989,7,"Female","385 Grant Street",NULL,"Independence","MO","64050",16224,33076
645,"Reid Robinson",1961,5,"Male","1034 Pine Boulevard","6545","Erie","PA","16505",24324,49595
646,"Pierce Perry",1988,12,"Male","8803 Washington Boulevard",NULL,"Scituate","MA","2066",40226,82019
647,"Ulises Chen",1943,5,"Male","3462 Ocean Boulevard",NULL,"Sacramento","CA","95831",26815,51942
648,"Faith Myers",1945,3,"Female","54 Lafayette Street","22","Chula Vista","CA","91910",20102,29130
649,"Maya Torres",1948,8,"Female","5822 Fourth Boulevard",NULL,"Charleston","WV","25312",16835,13937
650,"Austin Robinson",1999,3,"Male","592 Hillside Drive",NULL,"Berwyn","IL","60402",18714,38158
651,"Amora Jenkins",1972,7,"Female","45 Ocean Lane","37","Batavia","IL","60510",33701,68710
652,"Finley Evans",1983,1,"Female","94 Ocean Avenue",NULL,"Naperville","IL","60564",49195,100303
653,"Naomi Anwar",1961,11,"Female","9191 Main Avenue",NULL,"Epping","NH","3042",25001,50980
654,"Levi Gomez",2002,1,"Male","5504 Spruce Drive",NULL,"Sergeant Bluff","IA","51054",22958,46810
655,"Hugo Diaz",1959,2,"Male","945 Third Avenue",NULL,"Sammamish","WA","98075",50607,103185
656,"Colson James",1996,4,"Male","938 Maple Boulevard",NULL,"North Las Vegas","NV","89081",22907,46704
657,"Gianni Merkel",1985,1,"Male","583 Seventh Street","4","Wynnewood","PA","19096",50579,103126
658,"Anakin Harris",1971,6,"Male","8993 Madison Avenue",NULL,"Fayetteville","NC","28312",18376,37468
659,"Evelyn Hall",1968,7,"Female","6840 North Lane",NULL,"Mount Kisco","NY","10549",55274,112695
660,"Maximus Cruz",1996,5,"Male","512 Tenth Street",NULL,"Holland","MI","49424",21668,44181
661,"Princess Collins",1993,5,"Female","388 Third Street","9","Mohegan Lake","NY","10547",33263,67820
662,"Francesca Schmidt",1939,4,"Female","499 Lafayette Lane",NULL,"Frankfort","IN","46041",16421,24884
663,"Juliette Wright",1978,8,"Female","165 Fourth Street",NULL,"San Diego","CA","92130",0,553
664,"Leif Sullivan",1979,11,"Male","83302 Valley Stream Lane",NULL,"Foxboro","MA","2035",35544,72470
665,"Selena Thompson",1984,11,"Female","610 Lake Drive",NULL,"Hillsboro","IL","62049",17696,36081
666,"Jayden Myers",1982,6,"Male","13 Federal Street",NULL,"Woburn","MA","1801",29122,59375
667,"Rodney James",2002,2,"Male","18 Bayview Avenue","2","Hernando","MS","38632",23782,48491
668,"Stephanie Gomez",1959,4,"Female","89075 Spruce Drive",NULL,"West Baden Springs","IN","47469",15138,30867
669,"Annabella Ward",1986,5,"Female","906 Little Creek Drive",NULL,"Monroe","NC","28110",19605,39974
670,"Camden Neufelder",1981,2,"Male","1105 Wessex Avenue",NULL,"Arlington","TX","76002",24331,49611
671,"Cristiano Morris",1995,10,"Male","841 Spruce Drive","3","Hammond","LA","70401",17584,35856
672,"Ansley Reed",1984,9,"Female","707 Elm Boulevard","3","Covington","VA","24426",17537,35760
673,"Colten Bailey",1979,6,"Male","2336 George Drive",NULL,"Greenville","SC","29611",13249,27013
674,"Kole Gonzalez",1956,4,"Male","690 Catherine Street",NULL,"Aurora","CO","80013",24849,58006
675,"Brylee Wilson",1940,1,"Female","305 Pine Avenue",NULL,"Kent","WA","98032",24884,39110
676,"Isabela Bell",1981,12,"Female","422 Burns Street",NULL,"Shepherdsville","KY","40165",19661,40087
677,"Lane Cooper",1973,10,"Male","12067 Federal Boulevard",NULL,"Philadelphia","PA","19135",17603,35891
678,"Rosie Lonsdale",1936,3,"Female","480 Catherine Drive",NULL,"Stamford","CT","6902",37213,74753
679,"Finley Reed",1988,5,"Male","1495 Elm Boulevard",NULL,"Banning","CA","92220",13002,26511
680,"Kian Richardson",1943,4,"Male","2609 Plum Drive",NULL,"Olathe","KS","66061",28490,19682
681,"Sadie Braun",1938,9,"Female","678 Park Drive",NULL,"Miami","FL","33179",19386,23217
682,"Avi Wilson",1989,5,"Male","323 Eighth Drive","54","Boulder","CO","80302",33151,67589
683,"Atlas Fox",1989,8,"Male","4262 Madison Drive","9","South Hamilton","MA","1982",45596,92960
684,"Macy Wilson",1967,4,"Female","2332 Elm Lane",NULL,"Walnut Creek","CA","94596",42685,87030
685,"Keanu Ortiz",1948,2,"Male","493 South Street",NULL,"Ridgewood","NY","11385",19329,22918
686,"Samara Cruz",1990,9,"Female","8958 Catherine Street","6","Stockton","UT","84071",24445,49842
687,"Miya Campbell",1983,4,"Female","3194 Norfolk Street","28","Seaford","DE","19973",17624,35933
688,"Leon Lewis",1978,2,"Male","376 Fourth Drive",NULL,"Waimanalo","HI","96795",18080,36860
689,"Scott Sanchez",1967,2,"Male","302 Park Boulevard",NULL,"Cordele","GA","31015",13864,28269
690,"Clyde Fisher",1999,11,"Male","135 Spruce Lane",NULL,"Ottawa","OH","45875",19827,40426
691,"Yaretzi Kelley",1976,8,"Female","93 11th Avenue",NULL,"Anaheim","CA","92804",18330,37371
692,"Evelynn Foster",1986,9,"Female","212 Ocean View Avenue","9","San Rafael","CA","94903",33148,67589
693,"Clyde Brooks",1964,4,"Male","455 Little Creek Boulevard","99","Williston Park","NY","11596",39705,80957
694,"Linda Phillips",1955,7,"Female","729 Littlewood Avenue",NULL,"Wilton","CT","6897",94302,192269
695,"Bo Bailey",1985,8,"Male","6444 Madison Drive","4","Tucson","AZ","85710",17480,35641
696,"Alice Torres",1986,8,"Female","850 Birch Avenue",NULL,"Lobelville","TN","37097",14073,28696
697,"Lance Xi",1989,4,"Male","7350 Fourth Lane","2","Rome","NY","13440",18712,38153
698,"Ana Gray",1968,8,"Female","2897 West Street",NULL,"Lorton","VA","22079",35062,71490
699,"Magdalena Schmidt",1999,12,"Female","3183 Burns Boulevard","2","Woodland","WA","98674",21093,43006
700,"Guillermo Richardson",1975,6,"Male","41043 Lincoln Lane","6","Saint Amant","LA","70774",24289,49523
701,"Mohammed Carter",1988,11,"Male","7948 Martin Luther King Avenue","9","Memphis","TN","38106",10730,21876
702,"Brooklynn Butler",1992,8,"Female","8893 Valley Drive",NULL,"Griffith","IN","46319",21992,44843
703,"Kaiya Johnson",1976,3,"Female","41332 Lincoln Avenue",NULL,"Durham","NC","27704",17625,35938
704,"Arielle Williams",1946,10,"Female","518 Main Street","1","Danville","VA","24541",16745,28553
705,"Thea Harris",2001,12,"Female","753 East Avenue","8","Fayetteville","NC","28311",19520,39803
706,"Hana Flores",1969,9,"Female","9982 Summit Boulevard","3516","Murrieta","CA","92563",24069,49076
707,"Ledger Barnes",1978,10,"Male","8425 East Lane",NULL,"Cleveland","OH","44143",27646,56368
708,"Julieta Gao",1984,6,"Female","9006 Ocean Boulevard",NULL,"Philadelphia","PA","19138",16114,32855
709,"Ian Reyes",1955,2,"Male","364 Eighth Drive",NULL,"Fort Worth","TX","76148",21401,18149
710,"Brecken Roman",1975,11,"Male","8349 Valley Avenue",NULL,"Wellington","OH","44090",19818,40407
711,"Harry Murphy",2000,6,"Male","57285 Jefferson Avenue",NULL,"Surprise","AZ","85388",23747,48418
712,"Keenan Labelle",1958,7,"Male","9888 Washington Boulevard","4","Levittown","NY","11756",29337,59815
713,"Carlee Fu",1996,8,"Female","9392 Fifth Avenue",NULL,"Chicago","IL","60612",20822,42454
714,"Lillian Butler",1976,5,"Female","580 Fifth Boulevard",NULL,"Bessemer City","NC","28016",16073,32775
715,"Santino Powell",1983,12,"Male","42720 East Drive",NULL,"Mukwonago","WI","53149",28215,57532
716,"Scarlet Martin",1985,11,"Female","97 Fourth Drive",NULL,"Mena","AR","71953",12910,26325
717,"Landry Smith",1950,1,"Male","20382 Park Drive",NULL,"Fremont","CA","94536",33727,68765
718,"Merrick Barnes",1993,4,"Male","7344 Oak Drive",NULL,"Saint Marys","PA","15857",18965,38670
719,"Ari Phillips",1962,11,"Female","4940 Ocean View Drive",NULL,"Prichard","WV","25555",17918,36528
720,"Micheal Long",1991,4,"Male","54 Burns Avenue",NULL,"Broken Bow","OK","74728",13811,28163
721,"Liv Rivera",1963,8,"Female","212 Mountain View Lane",NULL,"Marietta","GA","30008",17977,36652
722,"Mustafa Torres",2001,12,"Male","65690 Bayview Lane","28","Attleboro","MA","2703",26693,54427
723,"Kaydence Allen",1992,6,"Female","563 Jefferson Boulevard",NULL,"Poway","CA","92064",36390,74198
724,"Yousef Long",2002,1,"Male","6295 Norfolk Boulevard",NULL,"Greenville","NC","27834",17116,34904
725,"Grant Mitchell",1964,12,"Male","905 West Avenue",NULL,"Memphis","TN","38103",47798,97455
726,"Jamie Ajami",1983,1,"Female","911 Ocean Boulevard",NULL,"Fullerton","CA","92831",25592,52181
727,"Micheal Farhad",1951,6,"Male","8199 Park Boulevard",NULL,"Claypool","IN","46510",17969,27939
728,"Alessia Abe",1965,5,"Female","1444 Plum Boulevard",NULL,"Colorado Springs","CO","80903",20579,41957
729,"Leighton Faraday",1993,11,"Female","9129 Lexington Lane",NULL,"Richmond","KY","40475",19666,40102
730,"Hallie Perry",1958,9,"Female","7945 Fourth Avenue",NULL,"Honolulu","HI","96825",30410,62005
731,"Edward Rivera",2002,1,"Male","36 First Drive",NULL,"Spokane","WA","99208",21609,44061
732,"Warren El-Mafouk",1970,5,"Male","3225 Lexington Street",NULL,"Rocky Point","NY","11778",28694,58503
733,"Johanna Peres",1991,5,"Female","34542 Ninth Drive","25","Buffalo","NY","14215",14456,29478
734,"Allie Sadr",1990,8,"Female","933 Sussex Drive",NULL,"Laurel","MT","59044",19625,40005
735,"Dario El-Mafouk",1949,5,"Male","111 Hillside Avenue",NULL,"Delavan","WI","53115",18351,31901
736,"Brianna Jenkins",1991,8,"Female","5671 Sussex Drive",NULL,"Miami","FL","33194",21602,44046
737,"Ari Roman",1958,5,"Male","206 Pine Lane","95","Joliet","IL","60436",17567,35823
738,"Maria Kelly",1990,5,"Female","637 Littlewood Drive",NULL,"Prince George","VA","23875",22059,44976
739,"Orlando Perry",1992,2,"Male","768 Valley Stream Drive",NULL,"Portage","WI","53901",19635,40035
740,"Suzette Burns",1988,5,"Female","551 Essex Drive","51","North Little Rock","AR","72116",25002,50978
741,"Mark Merkel",1943,6,"Male","93374 11th Street","45","Clinton Township","MI","48036",19780,34408
742,"Alexia Ward",1997,9,"Female","6054 Main Avenue",NULL,"Chicago","IL","60614",0,2026
743,"Kaleb Miller",1960,5,"Male","756 El Camino Avenue",NULL,"Oviedo","FL","32765",27255,55571
744,"Valentino Reed",1993,12,"Male","6222 Sixth Lane",NULL,"Weare","NH","3281",26084,53182
745,"Jerry Jackson",1987,2,"Male","6785 Valley Stream Boulevard",NULL,"Wellsburg","WV","26070",16648,33944
746,"Isaiah Murphy",1965,7,"Male","275 Tenth Street",NULL,"Bethesda","MD","20814",56069,114318
747,"Marcelo Cruz",1952,12,"Male","9385 Lincoln Drive",NULL,"Detroit","MI","48202",14848,28714
748,"Aydin Cook",1979,2,"Male","7061 Littlewood Street",NULL,"Henderson","NV","89002",28985,59093
749,"Alayah Gray",1980,3,"Female","95 12th Avenue",NULL,"Whittier","CA","90601",25242,51465
750,"Travis Cook",1999,8,"Male","1177 Elm Avenue",NULL,"Waterford","NY","12188",24904,50776
751,"Shelby Phillips",1991,9,"Female","3615 Lafayette Boulevard",NULL,"Quakertown","PA","18951",25205,51391
752,"Kobe Carter",1966,12,"Male","353 South Boulevard",NULL,"Princeton","NJ","8540",0,920
753,"Briella Nguyen",1969,10,"Female","24 River Avenue",NULL,"Stuart","FL","34997",20315,41420
754,"Mary Peterson",1967,4,"Female","6467 Birch Street",NULL,"David City","NE","68632",16901,34460
755,"Ismael Masvidal",1979,2,"Male","9684 Grant Drive",NULL,"Waynesboro","VA","22980",18531,37786
756,"Vivian Rogers",1998,4,"Female","5259 Lake Drive",NULL,"Virginia Beach","VA","23453",20678,42161
757,"Reign Scott",1989,3,"Male","3636 El Camino Avenue",NULL,"Cincinnati","OH","45245",25503,51998
758,"Evelynn Harris",1997,12,"Female","5941 South Lane",NULL,"Central","SC","29630",18271,37253
759,"Aarav Jenkins",1970,12,"Male","840 Elm Avenue",NULL,"Wichita Falls","TX","76301",13705,27943
760,"Genesis Mitchell",1943,3,"Female","15 Elm Lane",NULL,"Myrtle Beach","SC","29579",19025,32817
761,"Amos Leroux",1957,8,"Male","7378 Park Lane",NULL,"Bristol","NH","3222",18972,38681
762,"Amari Torres",1971,7,"Male","671 Little Creek Street",NULL,"Luverne","AL","36049",15474,31553
763,"Roman Barnes",1983,8,"Male","97 Little Creek Boulevard",NULL,"Puyallup","WA","98373",24519,49993
764,"Gary Anwar",1956,4,"Male","716 Lafayette Street",NULL,"New Marshfield","OH","45766",14137,28828
765,"Ximena Butler",1942,3,"Female","2073 South Avenue",NULL,"New York","NY","10003",0,1
766,"Charles Fisher",1988,3,"Male","557 Catherine Drive","3","Houston","TX","77096",31072,63356
767,"Kora Watson",1986,12,"Female","1884 Lake Avenue",NULL,"Carrollton","TX","75007",28213,57526
768,"Odin Evans",1983,7,"Male","1531 North Lane",NULL,"Cherry Hill","NJ","8003",39626,80794
769,"Kaylani Sullivan",1962,12,"Female","442 Burns Boulevard",NULL,"Mansfield","MA","2048",37407,76274
